Smed_Code	Gene stable ID	Gene description	Transcript stable ID	Protein stable ID	Gene name	HGNC symbol	UniProtKB/Swiss-Prot ID
SmedASXL_006088	ENSG00000149100	eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460]	ENST00000531921	ENSP00000435501	EIF3M	EIF3M	
SmedASXL_014643	ENSG00000111231	GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:HGNC:30186]	ENST00000228827	ENSP00000228827	GPN3	GPN3	Q9UHW5
SmedASXL_010670	ENSG00000102218	RP2, ARL3 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:10274]	ENST00000218340	ENSP00000218340	RP2	RP2	O75695
SmedASXL_013899	ENSG00000002726	amine oxidase, copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]	ENST00000493429	ENSP00000418614	AOC1	AOC1	P19801
SmedASXL_006572	ENSG00000145416	membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]	ENST00000503008	ENSP00000427223	01-Mar	01-Mar	Q8TCQ1
SmedASXL_017014	ENSG00000151229	solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956]	ENST00000280871	ENSP00000280871	SLC2A13	SLC2A13	Q96QE2
SmedASXL_012637	ENSG00000213995	NAD(P)HX dehydratase [Source:HGNC Symbol;Acc:HGNC:25576]	ENST00000309957	ENSP00000311984	NAXD	NAXD	Q8IW45
SmedASXL_006943	ENSG00000133731	inositol monophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:6050]	ENST00000256108	ENSP00000256108	IMPA1	IMPA1	P29218
SmedASXL_002784	ENSG00000118508	RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]	ENST00000367495	ENSP00000356465	RAB32	RAB32	Q13637
SmedASXL_006462	ENSG00000114942	eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]	ENST00000236957	ENSP00000236957	EEF1B2	EEF1B2	P24534
SmedASXL_007774	ENSG00000143486	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]	ENST00000472709	ENSP00000484299	EIF2D	EIF2D	
SmedASXL_001216	ENSG00000127526	solute carrier family 35 member E1 [Source:HGNC Symbol;Acc:HGNC:20803]	ENST00000595753	ENSP00000470652	SLC35E1	SLC35E1	Q96K37
SmedASXL_008813	ENSG00000075303	solute carrier family 25 member 40 [Source:HGNC Symbol;Acc:HGNC:29680]	ENST00000341119	ENSP00000344831	SLC25A40	SLC25A40	Q8TBP6
SmedASXL_006976	ENSG00000057663	autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]	ENST00000636437	ENSP00000490376	ATG5	ATG5	
SmedASXL_007943	ENSG00000169599	NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287]	ENST00000410022	ENSP00000387219	NFU1	NFU1	Q9UMS0
SmedASXL_003857	ENSG00000166794	peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]	ENST00000300026	ENSP00000300026	PPIB	PPIB	P23284
SmedASXL_000308	ENSG00000165733	BMS1, ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505]	ENST00000374518	ENSP00000363642	BMS1	BMS1	Q14692
SmedASXL_002659	ENSG00000086288	NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]	ENST00000199447	ENSP00000199447	NME8	NME8	Q8N427
SmedASXL_014734	ENSG00000109775	UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]	ENST00000514247	ENSP00000423599	UFSP2	UFSP2	
SmedASXL_012292	ENSG00000011332	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]	ENST00000420980	ENSP00000397354	DPF1	DPF1	Q92782
SmedASXL_016850	ENSG00000114948	ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]	ENST00000264377	ENSP00000264377	ADAM23	ADAM23	O75077
SmedASXL_007853	ENSG00000185551	nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]	ENST00000421109	ENSP00000401674	NR2F2	NR2F2	P24468
SmedASXL_016416	ENSG00000171435	kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:HGNC:18610]	ENST00000339824	ENSP00000339952	KSR2	KSR2	Q6VAB6
SmedASXL_014039	ENSG00000010322	nischarin [Source:HGNC Symbol;Acc:HGNC:18006]	ENST00000479054	ENSP00000418232	NISCH	NISCH	Q9Y2I1
SmedASXL_007020	ENSG00000008130	NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]	ENST00000341426	ENSP00000341679	NADK	NADK	O95544
SmedASXL_012673	ENSG00000179348	GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]	ENST00000341105	ENSP00000345681	GATA2	GATA2	P23769
SmedASXL_002530	ENSG00000167996	ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]	ENST00000529191	ENSP00000431659	FTH1	FTH1	
SmedASXL_003683	ENSG00000148090	AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]	ENST00000375731	ENSP00000364883	AUH	AUH	Q13825
SmedASXL_009379	ENSG00000133740	E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]	ENST00000418930	ENSP00000414312	E2F5	E2F5	Q15329
SmedASXL_015480	ENSG00000110841	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]	ENST00000538433	ENSP00000442462	PPFIBP1	PPFIBP1	
SmedASXL_013834	ENSG00000137473	tetratricopeptide repeat domain 29 [Source:HGNC Symbol;Acc:HGNC:29936]	ENST00000513335	ENSP00000423505	TTC29	TTC29	
SmedASXL_004230	ENSG00000142676	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]	ENST00000374550	ENSP00000363676	RPL11	RPL11	P62913
SmedASXL_004295	ENSG00000108298	ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312]	ENST00000225430	ENSP00000225430	RPL19	RPL19	P84098
SmedASXL_006219	ENSG00000104889	ribonuclease H2 subunit A [Source:HGNC Symbol;Acc:HGNC:18518]	ENST00000639767	ENSP00000491410	RNASEH2A	RNASEH2A	
SmedASXL_012727	ENSG00000187735	transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]	ENST00000396401	ENSP00000395483	TCEA1	TCEA1	P23193
SmedASXL_010154	ENSG00000086062	beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]	ENST00000379731	ENSP00000369055	B4GALT1	B4GALT1	P15291
SmedASXL_004275	ENSG00000119335	SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760]	ENST00000454747	ENSP00000410806	SET	SET	
SmedASXL_009509	ENSG00000085365	secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563]	ENST00000621999	ENSP00000481022	SCAMP1	SCAMP1	O15126
SmedASXL_002155	ENSG00000185024	BRF1, RNA polymerase III transcription initiation factor subunit [Source:HGNC Symbol;Acc:HGNC:11551]	ENST00000392557	ENSP00000376340	BRF1	BRF1	Q92994
SmedASXL_004098	ENSG00000175287	phytanoyl-CoA dioxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23396]	ENST00000372592	ENSP00000361673	PHYHD1	PHYHD1	Q5SRE7
SmedASXL_015895	ENSG00000043514	tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]	ENST00000441669	ENSP00000388333	TRIT1	TRIT1	Q9H3H1
SmedASXL_002798	ENSG00000131100	ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]	ENST00000253413	ENSP00000253413	ATP6V1E1	ATP6V1E1	P36543
SmedASXL_003706	ENSG00000101811	cleavage stimulation factor subunit 2 [Source:HGNC Symbol;Acc:HGNC:2484]	ENST00000372972	ENSP00000362063	CSTF2	CSTF2	P33240
SmedASXL_016906	ENSG00000140859	kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]	ENST00000465878	ENSP00000454659	KIFC3	KIFC3	Q9BVG8
SmedASXL_005310	ENSG00000134463	enoyl-CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23489]	ENST00000379215	ENSP00000368517	ECHDC3	ECHDC3	Q96DC8
SmedASXL_016711	ENSG00000068878	proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635]	ENST00000404125	ENSP00000384211	PSME4	PSME4	Q14997
SmedASXL_008017	ENSG00000170348	transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]	ENST00000303575	ENSP00000303145	TMED10	TMED10	P49755
SmedASXL_005168	ENSG00000155189	1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:20886]	ENST00000285518	ENSP00000285518	AGPAT5	AGPAT5	Q9NUQ2
SmedASXL_009859	ENSG00000138175	ADP ribosylation factor like GTPase 3 [Source:HGNC Symbol;Acc:HGNC:694]	ENST00000260746	ENSP00000260746	ARL3	ARL3	P36405
SmedASXL_010938	ENSG00000146476	acidic residue methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17872]	ENST00000367294	ENSP00000356263	ARMT1	ARMT1	Q9H993
SmedASXL_012410	ENSG00000075151	eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]	ENST00000264211	ENSP00000264211	EIF4G3	EIF4G3	O43432
SmedASXL_006045	ENSG00000079974	RAB, member of RAS oncogene family like 2B [Source:HGNC Symbol;Acc:HGNC:9800]	ENST00000354869	ENSP00000346940	RABL2B	RABL2B	Q9UNT1
SmedASXL_012922	ENSG00000133895	menin 1 [Source:HGNC Symbol;Acc:HGNC:7010]	ENST00000377316	ENSP00000366533	MEN1	MEN1	
SmedASXL_010386	ENSG00000106069	chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]	ENST00000423511	ENSP00000462650	CHN2	CHN2	
SmedASXL_005975	ENSG00000106069	chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]	ENST00000423511	ENSP00000462650	CHN2	CHN2	
SmedASXL_018316	ENSG00000119397	centriolin [Source:HGNC Symbol;Acc:HGNC:1858]	ENST00000373865	ENSP00000362972	CNTRL	CNTRL	
SmedASXL_012200	ENSG00000047365	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]	ENST00000303965	ENSP00000302895	ARAP2	ARAP2	Q8WZ64
SmedASXL_003116	ENSG00000164144	ADP ribosylation factor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21496]	ENST00000451320	ENSP00000395083	ARFIP1	ARFIP1	P53367
SmedASXL_009839	ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	ENST00000636127	ENSP00000489812	JAK2	JAK2	
SmedASXL_009669	SmedASXL_015101	ENSP00000489978	ENSG00000184271	ENST00000636728	POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]	POU6F1	POU6F1
SmedASXL_019309	ENSG00000137193	Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]	ENST00000373509	ENSP00000362608	PIM1	PIM1	P11309
SmedASXL_007135	ENSG00000038274	methionine adenosyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:6905]	ENST00000280969	ENSP00000280969	MAT2B	MAT2B	Q9NZL9
SmedASXL_011498	ENSG00000172780	RAB43, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19983]	ENST00000315150	ENSP00000319781	RAB43	RAB43	Q86YS6
SmedASXL_003914	SmedASXL_018097	ENSP00000359768	ENSG00000168116	ENST00000370733	KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360]	KIAA1586	KIAA1586
SmedASXL_006420	ENSG00000175970	unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]	ENST00000344651	ENSP00000344942	UNC119B	UNC119B	A6NIH7
SmedASXL_010046	ENSG00000147419	coiled-coil domain containing 25 [Source:HGNC Symbol;Acc:HGNC:25591]	ENST00000356537	ENSP00000348933	CCDC25	CCDC25	Q86WR0
SmedASXL_019575	ENSG00000170035	ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]	ENST00000602303	ENSP00000473525	UBE2E3	UBE2E3	
SmedASXL_013777	ENSG00000163491	NIMA related kinase 10 [Source:HGNC Symbol;Acc:HGNC:18592]	ENST00000295720	ENSP00000295720	NEK10	NEK10	Q6ZWH5
SmedASXL_006310	ENSG00000101276	solute carrier family 52 member 3 [Source:HGNC Symbol;Acc:HGNC:16187]	ENST00000381944	ENSP00000371370	SLC52A3	SLC52A3	Q9NQ40
SmedASXL_016231	ENSG00000011114	BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]	ENST00000355125	ENSP00000347246	BTBD7	BTBD7	
SmedASXL_017488	ENSG00000144061	nephrocystin 1 [Source:HGNC Symbol;Acc:HGNC:7905]	ENST00000316534	ENSP00000313169	NPHP1	NPHP1	O15259
SmedASXL_004753	ENSG00000110906	potassium channel tetramerization domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23236]	ENST00000228495	ENSP00000228495	KCTD10	KCTD10	Q9H3F6
SmedASXL_019338	ENSG00000100605	inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:HGNC:6177]	ENST00000267615	ENSP00000267615	ITPK1	ITPK1	Q13572
SmedASXL_009100	SmedASXL_003870	ENSP00000344259	ENSG00000185651	ENST00000342192	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]	UBE2L3	UBE2L3
SmedASXL_005792	ENSG00000132581	stromal cell derived factor 2 [Source:HGNC Symbol;Acc:HGNC:10675]	ENST00000247020	ENSP00000247020	SDF2	SDF2	Q99470
SmedASXL_008918	ENSG00000122965	RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098]	ENST00000545145	ENSP00000442053	RBM19	RBM19	Q9Y4C8
SmedASXL_004965	ENSG00000112234	F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]	ENST00000369244	ENSP00000358247	FBXL4	FBXL4	Q9UKA2
SmedASXL_002959	ENSG00000159377	proteasome subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541]	ENST00000290541	ENSP00000290541	PSMB4	PSMB4	P28070
SmedASXL_011812	ENSG00000196092	paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]	ENST00000358127	ENSP00000350844	PAX5	PAX5	Q02548
SmedASXL_016227	ENSG00000136205	tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]	ENST00000428457	ENSP00000387990	TNS3	TNS3	
SmedASXL_006815	ENSG00000112851	erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]	ENST00000284037	ENSP00000284037	ERBIN	ERBIN	Q96RT1
SmedASXL_000495	ENSG00000152689	RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]	ENST00000402538	ENSP00000385886	RASGRP3	RASGRP3	Q8IV61
SmedASXL_001241	ENSG00000142611	PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]	ENST00000511072	ENSP00000426975	PRDM16	PRDM16	
SmedASXL_018988	ENSG00000133703	KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]	ENST00000311936	ENSP00000308495	KRAS	KRAS	P01116
SmedASXL_011479	ENSG00000167645	Yip1 interacting factor homolog B, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:30511]	ENST00000592694	ENSP00000466428	YIF1B	YIF1B	Q5BJH7
SmedASXL_008433	ENSG00000080166	dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709]	ENST00000377028	ENSP00000366227	DCT	DCT	P40126
SmedASXL_019416	ENSG00000117543	diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]	ENST00000370109	ENSP00000359127	DPH5	DPH5	Q9H2P9
SmedASXL_006257	ENSG00000172780	RAB43, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19983]	ENST00000315150	ENSP00000319781	RAB43	RAB43	Q86YS6
SmedASXL_002770	ENSG00000133313	carnosine dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24437]	ENST00000581272	ENSP00000464151	CNDP2	CNDP2	
SmedASXL_008293	ENSG00000175806	methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:HGNC:7377]	ENST00000317173	ENSP00000313921	MSRA	MSRA	Q9UJ68
SmedASXL_014746	ENSG00000153237	coiled-coil domain containing 148 [Source:HGNC Symbol;Acc:HGNC:25191]	ENST00000283233	ENSP00000283233	CCDC148	CCDC148	Q8NFR7
SmedASXL_014302	ENSG00000136450	serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]	ENST00000582730	ENSP00000462215	SRSF1	SRSF1	Q07955
SmedASXL_012701	ENSG00000105705	SURP and G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18643]	ENST00000589144	ENSP00000466402	SUGP1	SUGP1	
SmedASXL_009024	ENSG00000103042	solute carrier family 38 member 7 [Source:HGNC Symbol;Acc:HGNC:25582]	ENST00000570101	ENSP00000454646	SLC38A7	SLC38A7	Q9NVC3
SmedASXL_014480	ENSG00000108592	FtsJ RNA methyltransferase homolog 3 [Source:HGNC Symbol;Acc:HGNC:17136]	ENST00000427159	ENSP00000396673	FTSJ3	FTSJ3	Q8IY81
SmedASXL_015887	ENSG00000198690	FANCD2 and FANCI associated nuclease 1 [Source:HGNC Symbol;Acc:HGNC:29170]	ENST00000561594	ENSP00000455983	FAN1	FAN1	Q9Y2M0
SmedASXL_018886	ENSG00000086598	transmembrane p24 trafficking protein 2 [Source:HGNC Symbol;Acc:HGNC:16996]	ENST00000262225	ENSP00000262225	TMED2	TMED2	Q15363
SmedASXL_014304	ENSG00000108465	CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673]	ENST00000579632	ENSP00000464542	CDK5RAP3	CDK5RAP3	
SmedASXL_015302	ENSG00000175931	ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]	ENST00000319380	ENSP00000323687	UBE2O	UBE2O	Q9C0C9
SmedASXL_006822	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]	ENST00000521381	ENSP00000428056	PIK3R1	PIK3R1	P27986
SmedASXL_011504	ENSG00000136877	folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824]	ENST00000373247	ENSP00000362344	FPGS	FPGS	Q05932
SmedASXL_016210	ENSG00000165458	inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]	ENST00000540973	ENSP00000440904	INPPL1	INPPL1	
SmedASXL_005949	ENSG00000084072	peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]	ENST00000470018	ENSP00000436689	PPIE	PPIE	
SmedASXL_011456	ENSG00000189308	lin-54 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:25397]	ENST00000340417	ENSP00000341947	LIN54	LIN54	Q6MZP7
SmedASXL_019163	ENSG00000143815	lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]	ENST00000272163	ENSP00000272163	LBR	LBR	Q14739
SmedASXL_007057	ENSG00000009844	vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]	ENST00000367630	ENSP00000356602	VTA1	VTA1	Q9NP79
SmedASXL_010022	ENSG00000132323	ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]	ENST00000254654	ENSP00000254654	ILKAP	ILKAP	Q9H0C8
SmedASXL_014056	ENSG00000143224	protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280]	ENST00000352210	ENSP00000343943	PPOX	PPOX	P50336
SmedASXL_010863	ENSG00000137770	CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]	ENST00000260327	ENSP00000260327	CTDSPL2	CTDSPL2	Q05D32
SmedASXL_003849	ENSG00000154174	translocase of outer mitochondrial membrane 70 [Source:HGNC Symbol;Acc:HGNC:11985]	ENST00000284320	ENSP00000284320	TOMM70	TOMM70	O94826
SmedASXL_006738	ENSG00000163159	vacuolar protein sorting 72 homolog [Source:HGNC Symbol;Acc:HGNC:11644]	ENST00000368892	ENSP00000357887	VPS72	VPS72	Q15906
SmedASXL_004302	ENSG00000027847	beta-1,4-galactosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:930]	ENST00000029410	ENSP00000029410	B4GALT7	B4GALT7	Q9UBV7
SmedASXL_006713	ENSG00000197386	huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]	ENST00000355072	ENSP00000347184	HTT	HTT	P42858
SmedASXL_006801	ENSG00000136827	torsin family 1 member A [Source:HGNC Symbol;Acc:HGNC:3098]	ENST00000351698	ENSP00000345719	TOR1A	TOR1A	O14656
SmedASXL_009048	ENSG00000136931	nuclear receptor subfamily 5 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7983]	ENST00000373588	ENSP00000362690	NR5A1	NR5A1	Q13285
SmedASXL_013718	ENSG00000112531	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	ENST00000361758	ENSP00000354951	QKI	QKI	Q96PU8
SmedASXL_019460	ENSG00000240344	peptidylprolyl isomerase like 3 [Source:HGNC Symbol;Acc:HGNC:9262]	ENST00000286175	ENSP00000286175	PPIL3	PPIL3	Q9H2H8
SmedASXL_011978	ENSG00000175354	protein tyrosine phosphatase, non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	ENST00000327283	ENSP00000320298	PTPN2	PTPN2	P17706
SmedASXL_013126	ENSG00000107614	tRNA aspartic acid methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2977]	ENST00000354631	ENSP00000346652	TRDMT1	TRDMT1	
SmedASXL_019789	ENSG00000163818	leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741]	ENST00000296135	ENSP00000296135	LZTFL1	LZTFL1	Q9NQ48
SmedASXL_008980	ENSG00000185163	DEAD-box helicase 51 [Source:HGNC Symbol;Acc:HGNC:20082]	ENST00000397333	ENSP00000380495	DDX51	DDX51	Q8N8A6
SmedASXL_008981	ENSG00000185163	DEAD-box helicase 51 [Source:HGNC Symbol;Acc:HGNC:20082]	ENST00000397333	ENSP00000380495	DDX51	DDX51	Q8N8A6
SmedASXL_002181	ENSG00000103485	quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]	ENST00000395384	ENSP00000378782	QPRT	QPRT	Q15274
SmedASXL_010108	ENSG00000157637	solute carrier family 38 member 10 [Source:HGNC Symbol;Acc:HGNC:28237]	ENST00000374759	ENSP00000363891	SLC38A10	SLC38A10	Q9HBR0
SmedASXL_013822	ENSG00000155875	stabilizer of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:28566]	ENST00000380534	ENSP00000369907	SAXO1	SAXO1	Q8IYX7
SmedASXL_007482	ENSG00000004948	calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]	ENST00000421592	ENSP00000399552	CALCR	CALCR	
SmedASXL_009385	ENSG00000004948	calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]	ENST00000421592	ENSP00000399552	CALCR	CALCR	
SmedASXL_016670	ENSG00000137802	mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]	ENST00000512970	ENSP00000427582	MAPKBP1	MAPKBP1	
SmedASXL_002333	ENSG00000167977	potassium channel tetramerization domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21423]	ENST00000301738	ENSP00000301738	KCTD5	KCTD5	Q9NXV2
SmedASXL_010486	ENSG00000169594	basonuclin 1 [Source:HGNC Symbol;Acc:HGNC:1081]	ENST00000345382	ENSP00000307041	BNC1	BNC1	Q01954
SmedASXL_008361	ENSG00000163803	phospholipase B1 [Source:HGNC Symbol;Acc:HGNC:30041]	ENST00000416713	ENSP00000407076	PLB1	PLB1	
SmedASXL_018424	ENSG00000181555	SET domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18420]	ENST00000431180	ENSP00000388349	SETD2	SETD2	
SmedASXL_057736	ENSG00000143179	uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562]	ENST00000367879	ENSP00000356853	UCK2	UCK2	Q9BZX2
SmedASXL_019170	ENSG00000172137	calbindin 2 [Source:HGNC Symbol;Acc:HGNC:1435]	ENST00000302628	ENSP00000307508	CALB2	CALB2	P22676
SmedASXL_002365	ENSG00000120265	protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]	ENST00000367384	ENSP00000356354	PCMT1	PCMT1	
SmedASXL_018176	ENSG00000101181	mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]	ENST00000467101	ENSP00000435214	MTG2	MTG2	
SmedASXL_012758	ENSG00000166359	WD repeat domain 88 [Source:HGNC Symbol;Acc:HGNC:26999]	ENST00000592765	ENSP00000467383	WDR88	WDR88	
SmedASXL_008163	ENSG00000172893	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]	ENST00000534795	ENSP00000432256	DHCR7	DHCR7	
SmedASXL_019307	ENSG00000170967	DNA damage inducible 1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18961]	ENST00000302259	ENSP00000302805	DDI1	DDI1	Q8WTU0
SmedASXL_006625	ENSG00000110063	decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]	ENST00000263579	ENSP00000263579	DCPS	DCPS	Q96C86
SmedASXL_018668	ENSG00000110700	ribosomal protein S13 [Source:HGNC Symbol;Acc:HGNC:10386]	ENST00000228140	ENSP00000228140	RPS13	RPS13	
SmedASXL_011711	ENSG00000122435	tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]	ENST00000370143	ENSP00000359162	TRMT13	TRMT13	
SmedASXL_005334	ENSG00000113368	lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]	ENST00000460265	ENSP00000486528	LMNB1	LMNB1	
SmedASXL_014495	ENSG00000114126	transcription factor Dp-2 [Source:HGNC Symbol;Acc:HGNC:11751]	ENST00000489671	ENSP00000420616	TFDP2	TFDP2	Q14188
SmedASXL_019802	ENSG00000164270	5-hydroxytryptamine receptor 4 [Source:HGNC Symbol;Acc:HGNC:5299]	ENST00000521530	ENSP00000428320	HTR4	HTR4	Q13639
SmedASXL_002354	ENSG00000010244	zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]	ENST00000394670	ENSP00000378165	ZNF207	ZNF207	O43670
SmedASXL_010369	ENSG00000152520	PAN3 poly(A) specific ribonuclease subunit [Source:HGNC Symbol;Acc:HGNC:29991]	ENST00000380958	ENSP00000370345	PAN3	PAN3	Q58A45
SmedASXL_006938	ENSG00000170786	short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311]	ENST00000396721	ENSP00000379947	SDR16C5	SDR16C5	Q8N3Y7
SmedASXL_006148	ENSG00000149541	beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]	ENST00000265471	ENSP00000265471	B3GAT3	B3GAT3	O94766
SmedASXL_019403	ENSG00000114503	nuclear cap binding protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:7659]	ENST00000447325	ENSP00000413518	NCBP2	NCBP2	
